pipeline,source,value
lstm_dynamic_threshold,fit_time,454.928459
lstm_dynamic_threshold,predict_time,13.656531
lstm_dynamic_threshold,memory,805486.592
lstm_dynamic_threshold,fit_time,672.452759
lstm_dynamic_threshold,predict_time,4.637934
lstm_dynamic_threshold,memory,1489326.08
lstm_dynamic_threshold,fit_time,550.307204
lstm_dynamic_threshold,predict_time,19.007214
lstm_dynamic_threshold,memory,1348300.8
lstm_dynamic_threshold,fit_time,851.357693
lstm_dynamic_threshold,predict_time,12.393057
lstm_dynamic_threshold,memory,1819787.264
lstm_dynamic_threshold,fit_time,833.4993
lstm_dynamic_threshold,predict_time,42.438016999999995
lstm_dynamic_threshold,memory,1409642.496
lstm_dynamic_threshold,fit_time,489.380849
lstm_dynamic_threshold,predict_time,7.016305
lstm_dynamic_threshold,memory,1602121.728
lstm_dynamic_threshold,fit_time,764.957598
lstm_dynamic_threshold,predict_time,5.49445
lstm_dynamic_threshold,memory,2935701.504
lstm_dynamic_threshold,fit_time,459.219081
lstm_dynamic_threshold,predict_time,11.944572
lstm_dynamic_threshold,memory,1325506.56
lstm_dynamic_threshold,fit_time,720.3508899999999
lstm_dynamic_threshold,predict_time,10.605586
lstm_dynamic_threshold,memory,3050364.928
lstm_dynamic_threshold,fit_time,512.5277550000001
lstm_dynamic_threshold,predict_time,6.862697
lstm_dynamic_threshold,memory,1335611.392
lstm_dynamic_threshold,fit_time,543.8569170000001
lstm_dynamic_threshold,predict_time,21.325141
lstm_dynamic_threshold,memory,755261.44
lstm_dynamic_threshold,fit_time,668.693081
lstm_dynamic_threshold,predict_time,5.461277
lstm_dynamic_threshold,memory,1308008.448
lstm_dynamic_threshold,fit_time,620.841655
lstm_dynamic_threshold,predict_time,14.308807999999999
lstm_dynamic_threshold,memory,676700.16
lstm_dynamic_threshold,fit_time,550.579286
lstm_dynamic_threshold,predict_time,10.198796000000002
lstm_dynamic_threshold,memory,291917.824
lstm_dynamic_threshold,fit_time,340.222464
lstm_dynamic_threshold,predict_time,14.981664000000002
lstm_dynamic_threshold,memory,340156.416
lstm_dynamic_threshold,fit_time,661.803567
lstm_dynamic_threshold,predict_time,40.082215000000005
lstm_dynamic_threshold,memory,1402564.608
lstm_dynamic_threshold,fit_time,291.518906
lstm_dynamic_threshold,predict_time,10.361246999999999
lstm_dynamic_threshold,memory,715231.232
lstm_dynamic_threshold,fit_time,290.587441
lstm_dynamic_threshold,predict_time,5.583745
lstm_dynamic_threshold,memory,437813.248
lstm_dynamic_threshold,fit_time,649.4737730000002
lstm_dynamic_threshold,predict_time,33.880845
lstm_dynamic_threshold,memory,1276940.288
lstm_dynamic_threshold,fit_time,900.560813
lstm_dynamic_threshold,predict_time,9.308097
lstm_dynamic_threshold,memory,905105.408
lstm_dynamic_threshold,fit_time,939.790635
lstm_dynamic_threshold,predict_time,42.314738999999996
lstm_dynamic_threshold,memory,1089753.088
lstm_dynamic_threshold,fit_time,572.467856
lstm_dynamic_threshold,predict_time,143.993843
lstm_dynamic_threshold,memory,7949443.072
lstm_dynamic_threshold,fit_time,347.413848
lstm_dynamic_threshold,predict_time,4.036435
lstm_dynamic_threshold,memory,597032.96
lstm_dynamic_threshold,fit_time,359.827986
lstm_dynamic_threshold,predict_time,20.949164000000003
lstm_dynamic_threshold,memory,1311264.768
lstm_dynamic_threshold,fit_time,891.8939170000001
lstm_dynamic_threshold,predict_time,16.573149
lstm_dynamic_threshold,memory,1968697.344
lstm_dynamic_threshold,fit_time,702.347672
lstm_dynamic_threshold,predict_time,35.500446999999994
lstm_dynamic_threshold,memory,7819706.368
lstm_dynamic_threshold,fit_time,993.881586
lstm_dynamic_threshold,predict_time,9.315564
lstm_dynamic_threshold,memory,2730143.744
lstm_dynamic_threshold,fit_time,570.4694939999999
lstm_dynamic_threshold,predict_time,11.18197
lstm_dynamic_threshold,memory,1555279.872
lstm_dynamic_threshold,fit_time,418.74138400000004
lstm_dynamic_threshold,predict_time,8.047017
lstm_dynamic_threshold,memory,832069.632
lstm_dynamic_threshold,fit_time,461.23600799999997
lstm_dynamic_threshold,predict_time,47.571029
lstm_dynamic_threshold,memory,873586.688
lstm_dynamic_threshold,fit_time,880.704125
lstm_dynamic_threshold,predict_time,48.711531
lstm_dynamic_threshold,memory,1658281.984
lstm_dynamic_threshold,fit_time,633.262902
lstm_dynamic_threshold,predict_time,5.817679
lstm_dynamic_threshold,memory,1813934.08
lstm_dynamic_threshold,fit_time,663.428633
lstm_dynamic_threshold,predict_time,7.127302
lstm_dynamic_threshold,memory,1685213.184
lstm_dynamic_threshold,fit_time,569.3562519999999
lstm_dynamic_threshold,predict_time,13.055143
lstm_dynamic_threshold,memory,1429512.192
lstm_dynamic_threshold,fit_time,790.4166570000001
lstm_dynamic_threshold,predict_time,6.758034000000001
lstm_dynamic_threshold,memory,2393120.768
lstm_dynamic_threshold,fit_time,610.713693
lstm_dynamic_threshold,predict_time,15.774325000000001
lstm_dynamic_threshold,memory,1881415.68
lstm_dynamic_threshold,fit_time,417.529303
lstm_dynamic_threshold,predict_time,9.130298000000002
lstm_dynamic_threshold,memory,1256251.392
lstm_dynamic_threshold,fit_time,812.865519
lstm_dynamic_threshold,predict_time,10.017786000000001
lstm_dynamic_threshold,memory,2288107.52
lstm_dynamic_threshold,fit_time,632.119472
lstm_dynamic_threshold,predict_time,12.309321
lstm_dynamic_threshold,memory,1200619.52
lstm_dynamic_threshold,fit_time,527.767094
lstm_dynamic_threshold,predict_time,15.502991
lstm_dynamic_threshold,memory,780656.64
lstm_dynamic_threshold,fit_time,538.612116
lstm_dynamic_threshold,predict_time,41.790542
lstm_dynamic_threshold,memory,7513387.008
lstm_dynamic_threshold,fit_time,433.887192
lstm_dynamic_threshold,predict_time,10.990719
lstm_dynamic_threshold,memory,579276.8
lstm_dynamic_threshold,fit_time,571.991163
lstm_dynamic_threshold,predict_time,40.711321
lstm_dynamic_threshold,memory,7506300.928
lstm_dynamic_threshold,fit_time,683.509772
lstm_dynamic_threshold,predict_time,12.510029000000001
lstm_dynamic_threshold,memory,2320191.488
lstm_dynamic_threshold,fit_time,533.430609
lstm_dynamic_threshold,predict_time,11.470086
lstm_dynamic_threshold,memory,935645.184
lstm_dynamic_threshold,fit_time,518.527077
lstm_dynamic_threshold,predict_time,8.022889
lstm_dynamic_threshold,memory,1131737.088
lstm_dynamic_threshold,fit_time,654.4471970000001
lstm_dynamic_threshold,predict_time,4.6737459999999995
lstm_dynamic_threshold,memory,1840279.552
lstm_dynamic_threshold,fit_time,747.579784
lstm_dynamic_threshold,predict_time,11.429583
lstm_dynamic_threshold,memory,2423128.064
lstm_dynamic_threshold,fit_time,1016.926292
lstm_dynamic_threshold,predict_time,22.845174000000004
lstm_dynamic_threshold,memory,2410627.072
lstm_dynamic_threshold,fit_time,581.057376
lstm_dynamic_threshold,predict_time,87.260773
lstm_dynamic_threshold,memory,1571450.88
lstm_dynamic_threshold,fit_time,520.3261570000001
lstm_dynamic_threshold,predict_time,19.073148
lstm_dynamic_threshold,memory,8096165.888
lstm_dynamic_threshold,fit_time,486.45679
lstm_dynamic_threshold,predict_time,9.72955
lstm_dynamic_threshold,memory,1438789.632
lstm_dynamic_threshold,fit_time,478.212732
lstm_dynamic_threshold,predict_time,47.477807000000006
lstm_dynamic_threshold,memory,7386415.104
lstm_dynamic_threshold,fit_time,266.936753
lstm_dynamic_threshold,predict_time,9.524982
lstm_dynamic_threshold,memory,539344.896
lstm_dynamic_threshold,fit_time,311.07372
lstm_dynamic_threshold,predict_time,40.985307
lstm_dynamic_threshold,memory,838594.56
lstm_dynamic_threshold,fit_time,514.308514
lstm_dynamic_threshold,predict_time,10.400685
lstm_dynamic_threshold,memory,1145778.176
lstm_dynamic_threshold,fit_time,481.234333
lstm_dynamic_threshold,predict_time,39.246796999999994
lstm_dynamic_threshold,memory,1400205.312
lstm_dynamic_threshold,fit_time,355.777133
lstm_dynamic_threshold,predict_time,14.678503999999998
lstm_dynamic_threshold,memory,165265.408
lstm_dynamic_threshold,fit_time,629.102123
lstm_dynamic_threshold,predict_time,6.712148
lstm_dynamic_threshold,memory,1893588.992
lstm_dynamic_threshold,fit_time,429.497962
lstm_dynamic_threshold,predict_time,12.626287999999999
lstm_dynamic_threshold,memory,1308413.952
lstm_dynamic_threshold,fit_time,599.55299
lstm_dynamic_threshold,predict_time,11.725546000000001
lstm_dynamic_threshold,memory,787451.904
lstm_dynamic_threshold,fit_time,950.26211
lstm_dynamic_threshold,predict_time,62.923218000000006
lstm_dynamic_threshold,memory,4503707.648
lstm_dynamic_threshold,fit_time,801.2882519999999
lstm_dynamic_threshold,predict_time,11.804728
lstm_dynamic_threshold,memory,1476014.08
lstm_dynamic_threshold,fit_time,747.84639
lstm_dynamic_threshold,predict_time,10.488664
lstm_dynamic_threshold,memory,2950307.84
lstm_dynamic_threshold,fit_time,284.89023799999995
lstm_dynamic_threshold,predict_time,7.800803
lstm_dynamic_threshold,memory,547373.056
lstm_dynamic_threshold,fit_time,526.188666
lstm_dynamic_threshold,predict_time,4.789234
lstm_dynamic_threshold,memory,1772961.792
lstm_dynamic_threshold,fit_time,504.946858
lstm_dynamic_threshold,predict_time,34.530736
lstm_dynamic_threshold,memory,2348269.568
lstm_dynamic_threshold,fit_time,417.847044
lstm_dynamic_threshold,predict_time,16.037634
lstm_dynamic_threshold,memory,368754.688
lstm_dynamic_threshold,fit_time,614.195293
lstm_dynamic_threshold,predict_time,10.783555000000002
lstm_dynamic_threshold,memory,1041326.08
lstm_dynamic_threshold,fit_time,674.061442
lstm_dynamic_threshold,predict_time,4.368968
lstm_dynamic_threshold,memory,2175217.664
lstm_dynamic_threshold,fit_time,706.6100610000001
lstm_dynamic_threshold,predict_time,11.001354000000001
lstm_dynamic_threshold,memory,923762.688
lstm_dynamic_threshold,fit_time,494.839386
lstm_dynamic_threshold,predict_time,8.14602
lstm_dynamic_threshold,memory,1118605.312
lstm_dynamic_threshold,fit_time,617.945215
lstm_dynamic_threshold,predict_time,9.525311
lstm_dynamic_threshold,memory,876875.776
lstm_dynamic_threshold,fit_time,577.9090510000001
lstm_dynamic_threshold,predict_time,9.704035
lstm_dynamic_threshold,memory,1201856.512
lstm_dynamic_threshold,fit_time,665.4524819999999
lstm_dynamic_threshold,predict_time,12.701711
lstm_dynamic_threshold,memory,918327.296
lstm_dynamic_threshold,fit_time,471.658573
lstm_dynamic_threshold,predict_time,8.394974999999999
lstm_dynamic_threshold,memory,1012707.328
lstm_dynamic_threshold,fit_time,335.885174
lstm_dynamic_threshold,predict_time,9.054457000000001
lstm_dynamic_threshold,memory,995958.784
lstm_dynamic_threshold,fit_time,1013.457101
lstm_dynamic_threshold,predict_time,26.487252999999995
lstm_dynamic_threshold,memory,1401073.664
lstm_dynamic_threshold,fit_time,324.460081
lstm_dynamic_threshold,predict_time,19.90464
lstm_dynamic_threshold,memory,2117955.584
lstm_dynamic_threshold,fit_time,650.284741
lstm_dynamic_threshold,predict_time,12.127398999999999
lstm_dynamic_threshold,memory,709423.104
lstm_dynamic_threshold,fit_time,367.868146
lstm_dynamic_threshold,predict_time,11.418665999999998
lstm_dynamic_threshold,memory,514646.016
lstm_dynamic_threshold,fit_time,315.056034
lstm_dynamic_threshold,predict_time,4.490072
lstm_dynamic_threshold,memory,346152.96
lstm_dynamic_threshold,fit_time,608.387019
lstm_dynamic_threshold,predict_time,10.595305
lstm_dynamic_threshold,memory,734285.824
lstm_dynamic_threshold,fit_time,798.9668170000001
lstm_dynamic_threshold,predict_time,9.837552
lstm_dynamic_threshold,memory,555229.184
lstm_dynamic_threshold,fit_time,553.451183
lstm_dynamic_threshold,predict_time,9.154583
lstm_dynamic_threshold,memory,1623826.432
lstm_dynamic_threshold,fit_time,912.580317
lstm_dynamic_threshold,predict_time,32.901957
lstm_dynamic_threshold,memory,2505158.656
lstm_dynamic_threshold,fit_time,998.242282
lstm_dynamic_threshold,predict_time,43.112298
lstm_dynamic_threshold,memory,1573232.64
lstm_dynamic_threshold,fit_time,421.111653
lstm_dynamic_threshold,predict_time,41.361207
lstm_dynamic_threshold,memory,620589.056
lstm_dynamic_threshold,fit_time,1260.786275
lstm_dynamic_threshold,predict_time,55.39142699999999
lstm_dynamic_threshold,memory,3029905.408
lstm_dynamic_threshold,fit_time,627.176812
lstm_dynamic_threshold,predict_time,6.0668619999999995
lstm_dynamic_threshold,memory,1387335.68
lstm_dynamic_threshold,fit_time,738.612619
lstm_dynamic_threshold,predict_time,18.874745
lstm_dynamic_threshold,memory,1423953.92
lstm_dynamic_threshold,fit_time,314.016246
lstm_dynamic_threshold,predict_time,10.063886000000002
lstm_dynamic_threshold,memory,1135185.92
lstm_dynamic_threshold,fit_time,850.3779020000001
lstm_dynamic_threshold,predict_time,9.541276
lstm_dynamic_threshold,memory,1691754.496
lstm_dynamic_threshold,fit_time,526.532418
lstm_dynamic_threshold,predict_time,9.333404
lstm_dynamic_threshold,memory,1717202.944
lstm_dynamic_threshold,fit_time,311.52639
lstm_dynamic_threshold,predict_time,8.134508
lstm_dynamic_threshold,memory,1162203.136
lstm_dynamic_threshold,fit_time,532.646957
lstm_dynamic_threshold,predict_time,10.088474
lstm_dynamic_threshold,memory,1065984.0
lstm_dynamic_threshold,fit_time,1340.2771950000001
lstm_dynamic_threshold,predict_time,8.744524000000002
lstm_dynamic_threshold,memory,3614527.488
lstm_dynamic_threshold,fit_time,834.693417
lstm_dynamic_threshold,predict_time,42.902418000000004
lstm_dynamic_threshold,memory,3670224.896
lstm_dynamic_threshold,fit_time,687.6908360000001
lstm_dynamic_threshold,predict_time,5.133894
lstm_dynamic_threshold,memory,1584844.8
lstm_dynamic_threshold,fit_time,384.598151
lstm_dynamic_threshold,predict_time,29.719134
lstm_dynamic_threshold,memory,1159651.328
lstm_dynamic_threshold,fit_time,598.267131
lstm_dynamic_threshold,predict_time,6.320287
lstm_dynamic_threshold,memory,1515655.168
lstm_dynamic_threshold,fit_time,487.95471800000007
lstm_dynamic_threshold,predict_time,13.265128
lstm_dynamic_threshold,memory,280281.088
lstm_dynamic_threshold,fit_time,553.538913
lstm_dynamic_threshold,predict_time,10.103159999999999
lstm_dynamic_threshold,memory,947138.56
lstm_dynamic_threshold,fit_time,775.1118799999999
lstm_dynamic_threshold,predict_time,10.929923
lstm_dynamic_threshold,memory,1670193.152
lstm_dynamic_threshold,fit_time,426.972927
lstm_dynamic_threshold,predict_time,6.647315
lstm_dynamic_threshold,memory,690294.784
lstm_dynamic_threshold,fit_time,324.954179
lstm_dynamic_threshold,predict_time,15.066942999999997
lstm_dynamic_threshold,memory,806985.728
lstm_dynamic_threshold,fit_time,473.67239300000006
lstm_dynamic_threshold,predict_time,7.952710000000001
lstm_dynamic_threshold,memory,663416.832
lstm_dynamic_threshold,fit_time,545.390477
lstm_dynamic_threshold,predict_time,11.174385000000001
lstm_dynamic_threshold,memory,1928384.512
lstm_dynamic_threshold,fit_time,633.898475
lstm_dynamic_threshold,predict_time,4.3414410000000005
lstm_dynamic_threshold,memory,1271586.816
lstm_dynamic_threshold,fit_time,407.387989
lstm_dynamic_threshold,predict_time,18.337771999999998
lstm_dynamic_threshold,memory,467943.424
lstm_dynamic_threshold,fit_time,461.175137
lstm_dynamic_threshold,predict_time,12.261854000000001
lstm_dynamic_threshold,memory,900517.888
lstm_dynamic_threshold,fit_time,618.6830090000001
lstm_dynamic_threshold,predict_time,16.677829
lstm_dynamic_threshold,memory,457494.528
lstm_dynamic_threshold,fit_time,671.332181
lstm_dynamic_threshold,predict_time,16.006835
lstm_dynamic_threshold,memory,757694.464
lstm_dynamic_threshold,fit_time,760.675187
lstm_dynamic_threshold,predict_time,11.503151999999998
lstm_dynamic_threshold,memory,1056989.184
lstm_dynamic_threshold,fit_time,816.9700589999999
lstm_dynamic_threshold,predict_time,23.150053999999997
lstm_dynamic_threshold,memory,735735.808
lstm_dynamic_threshold,fit_time,939.4998089999999
lstm_dynamic_threshold,predict_time,47.342247
lstm_dynamic_threshold,memory,1574588.416
lstm_dynamic_threshold,fit_time,349.54149
lstm_dynamic_threshold,predict_time,4.9230979999999995
lstm_dynamic_threshold,memory,1860763.648
lstm_dynamic_threshold,fit_time,664.543485
lstm_dynamic_threshold,predict_time,35.980768
lstm_dynamic_threshold,memory,2160021.504
lstm_dynamic_threshold,fit_time,613.778861
lstm_dynamic_threshold,predict_time,10.3745
lstm_dynamic_threshold,memory,869519.36
lstm_dynamic_threshold,fit_time,1120.680119
lstm_dynamic_threshold,predict_time,47.42318
lstm_dynamic_threshold,memory,1109000.192
lstm_dynamic_threshold,fit_time,498.269746
lstm_dynamic_threshold,predict_time,47.943574
lstm_dynamic_threshold,memory,7418961.92
lstm_dynamic_threshold,fit_time,986.9457249999999
lstm_dynamic_threshold,predict_time,39.178599
lstm_dynamic_threshold,memory,1334611.968
lstm_dynamic_threshold,fit_time,914.9124169999999
lstm_dynamic_threshold,predict_time,33.462505
lstm_dynamic_threshold,memory,1016733.696
lstm_dynamic_threshold,fit_time,961.647565
lstm_dynamic_threshold,predict_time,44.25383600000001
lstm_dynamic_threshold,memory,2005696.512
lstm_dynamic_threshold,fit_time,621.061535
lstm_dynamic_threshold,predict_time,63.551683000000004
lstm_dynamic_threshold,memory,1408659.456
lstm_dynamic_threshold,fit_time,1007.343666
lstm_dynamic_threshold,predict_time,8.623783
lstm_dynamic_threshold,memory,2612072.448
lstm_dynamic_threshold,fit_time,560.141186
lstm_dynamic_threshold,predict_time,8.599328999999997
lstm_dynamic_threshold,memory,1127755.776
lstm_dynamic_threshold,fit_time,635.9720249999999
lstm_dynamic_threshold,predict_time,10.17903
lstm_dynamic_threshold,memory,1739268.096
lstm_dynamic_threshold,fit_time,507.42566100000005
lstm_dynamic_threshold,predict_time,6.310155
lstm_dynamic_threshold,memory,2187444.224
lstm_dynamic_threshold,fit_time,294.74904699999996
lstm_dynamic_threshold,predict_time,13.797201
lstm_dynamic_threshold,memory,953417.728
lstm_dynamic_threshold,fit_time,613.690781
lstm_dynamic_threshold,predict_time,6.491984
lstm_dynamic_threshold,memory,783302.656
lstm_dynamic_threshold,fit_time,675.7482259999999
lstm_dynamic_threshold,predict_time,9.552049000000002
lstm_dynamic_threshold,memory,503603.2
lstm_dynamic_threshold,fit_time,312.395573
lstm_dynamic_threshold,predict_time,11.452280000000002
lstm_dynamic_threshold,memory,865398.784
lstm_dynamic_threshold,fit_time,604.499008
lstm_dynamic_threshold,predict_time,11.545189
lstm_dynamic_threshold,memory,784269.312
lstm_dynamic_threshold,fit_time,572.474056
lstm_dynamic_threshold,predict_time,15.135978
lstm_dynamic_threshold,memory,1266757.632
lstm_dynamic_threshold,fit_time,508.185307
lstm_dynamic_threshold,predict_time,10.853376999999998
lstm_dynamic_threshold,memory,786694.144
lstm_dynamic_threshold,fit_time,611.282882
lstm_dynamic_threshold,predict_time,39.34408499999999
lstm_dynamic_threshold,memory,7573913.6
lstm_dynamic_threshold,fit_time,733.243111
lstm_dynamic_threshold,predict_time,9.102809
lstm_dynamic_threshold,memory,1504247.808
lstm_dynamic_threshold,fit_time,265.44291000000004
lstm_dynamic_threshold,predict_time,7.071398
lstm_dynamic_threshold,memory,344150.016
lstm_dynamic_threshold,fit_time,539.5579769999999
lstm_dynamic_threshold,predict_time,11.798335999999999
lstm_dynamic_threshold,memory,1380917.248
lstm_dynamic_threshold,fit_time,583.289217
lstm_dynamic_threshold,predict_time,13.455225
lstm_dynamic_threshold,memory,1752563.712
lstm_dynamic_threshold,fit_time,493.233497
lstm_dynamic_threshold,predict_time,49.053064000000006
lstm_dynamic_threshold,memory,7354834.944
lstm_dynamic_threshold,fit_time,722.993416
lstm_dynamic_threshold,predict_time,11.859201
lstm_dynamic_threshold,memory,2373554.176
lstm_dynamic_threshold,fit_time,287.66031
lstm_dynamic_threshold,predict_time,36.667244
lstm_dynamic_threshold,memory,1238122.496
lstm_dynamic_threshold,fit_time,747.4123619999999
lstm_dynamic_threshold,predict_time,10.747668999999998
lstm_dynamic_threshold,memory,1814028.288
lstm_dynamic_threshold,fit_time,868.163097
lstm_dynamic_threshold,predict_time,15.380393000000002
lstm_dynamic_threshold,memory,1717125.12
lstm_dynamic_threshold,fit_time,697.9460949999999
lstm_dynamic_threshold,predict_time,15.78896
lstm_dynamic_threshold,memory,853897.216
lstm_dynamic_threshold,fit_time,459.59808699999996
lstm_dynamic_threshold,predict_time,10.074685
lstm_dynamic_threshold,memory,557121.536
lstm_dynamic_threshold,fit_time,311.611277
lstm_dynamic_threshold,predict_time,83.892882
lstm_dynamic_threshold,memory,688054.272
lstm_dynamic_threshold,fit_time,687.740417
lstm_dynamic_threshold,predict_time,4.296168
lstm_dynamic_threshold,memory,1463812.096
lstm_dynamic_threshold,fit_time,789.440761
lstm_dynamic_threshold,predict_time,16.937659
lstm_dynamic_threshold,memory,1099653.12
lstm_dynamic_threshold,fit_time,397.602146
lstm_dynamic_threshold,predict_time,22.888146
lstm_dynamic_threshold,memory,809086.976
lstm_dynamic_threshold,fit_time,363.45634
lstm_dynamic_threshold,predict_time,14.001215999999998
lstm_dynamic_threshold,memory,479526.912
lstm_dynamic_threshold,fit_time,397.847745
lstm_dynamic_threshold,predict_time,5.221643
lstm_dynamic_threshold,memory,620601.344
lstm_dynamic_threshold,fit_time,224.358367
lstm_dynamic_threshold,predict_time,7.626879999999999
lstm_dynamic_threshold,memory,728453.12
lstm_dynamic_threshold,fit_time,471.033828
lstm_dynamic_threshold,predict_time,12.596157999999997
lstm_dynamic_threshold,memory,1713254.4
lstm_dynamic_threshold,fit_time,701.237808
lstm_dynamic_threshold,predict_time,10.277842999999999
lstm_dynamic_threshold,memory,881352.704
lstm_dynamic_threshold,fit_time,594.686381
lstm_dynamic_threshold,predict_time,14.283185
lstm_dynamic_threshold,memory,268394.496
lstm_dynamic_threshold,fit_time,708.1624329999999
lstm_dynamic_threshold,predict_time,14.260406
lstm_dynamic_threshold,memory,923086.848
lstm_dynamic_threshold,fit_time,290.419999
lstm_dynamic_threshold,predict_time,7.023019999999999
lstm_dynamic_threshold,memory,724480.0
lstm_dynamic_threshold,fit_time,707.935893
lstm_dynamic_threshold,predict_time,13.111018999999999
lstm_dynamic_threshold,memory,1133948.928
lstm_dynamic_threshold,fit_time,978.023139
lstm_dynamic_threshold,predict_time,13.118407000000001
lstm_dynamic_threshold,memory,3062231.04
lstm_dynamic_threshold,fit_time,624.268315
lstm_dynamic_threshold,predict_time,7.448135000000001
lstm_dynamic_threshold,memory,2062798.848
lstm_dynamic_threshold,fit_time,497.974091
lstm_dynamic_threshold,predict_time,22.079275
lstm_dynamic_threshold,memory,2685575.168
lstm_dynamic_threshold,fit_time,498.68303299999997
lstm_dynamic_threshold,predict_time,6.931925000000001
lstm_dynamic_threshold,memory,1219063.808
lstm_dynamic_threshold,fit_time,565.24014
lstm_dynamic_threshold,predict_time,11.435779
lstm_dynamic_threshold,memory,1232220.16
lstm_dynamic_threshold,fit_time,647.962833
lstm_dynamic_threshold,predict_time,42.052943000000006
lstm_dynamic_threshold,memory,2511802.368
lstm_dynamic_threshold,fit_time,476.978589
lstm_dynamic_threshold,predict_time,10.172556
lstm_dynamic_threshold,memory,1248063.488
lstm_dynamic_threshold,fit_time,482.96085
lstm_dynamic_threshold,predict_time,12.835616
lstm_dynamic_threshold,memory,749330.432
lstm_dynamic_threshold,fit_time,573.723603
lstm_dynamic_threshold,predict_time,11.037825
lstm_dynamic_threshold,memory,1839054.848
lstm_dynamic_threshold,fit_time,465.18537899999995
lstm_dynamic_threshold,predict_time,13.276539000000001
lstm_dynamic_threshold,memory,827617.28
lstm_dynamic_threshold,fit_time,738.189351
lstm_dynamic_threshold,predict_time,5.941466999999999
lstm_dynamic_threshold,memory,2341212.16
lstm_dynamic_threshold,fit_time,563.440018
lstm_dynamic_threshold,predict_time,24.77076
lstm_dynamic_threshold,memory,945582.08
lstm_dynamic_threshold,fit_time,1536.4771230000001
lstm_dynamic_threshold,predict_time,150.2894
lstm_dynamic_threshold,memory,11422728.192
lstm_dynamic_threshold,fit_time,340.158187
lstm_dynamic_threshold,predict_time,12.981148000000001
lstm_dynamic_threshold,memory,798162.944
lstm_dynamic_threshold,fit_time,485.527685
lstm_dynamic_threshold,predict_time,4.782238
lstm_dynamic_threshold,memory,1598095.36
lstm_dynamic_threshold,fit_time,522.607883
lstm_dynamic_threshold,predict_time,8.191974
lstm_dynamic_threshold,memory,1370071.04
lstm_dynamic_threshold,fit_time,614.95321
lstm_dynamic_threshold,predict_time,8.747846999999998
lstm_dynamic_threshold,memory,1809952.768
lstm_dynamic_threshold,fit_time,266.655308
lstm_dynamic_threshold,predict_time,11.652249999999999
lstm_dynamic_threshold,memory,498544.64
lstm_dynamic_threshold,fit_time,817.142751
lstm_dynamic_threshold,predict_time,12.619171
lstm_dynamic_threshold,memory,2042937.344
lstm_dynamic_threshold,fit_time,328.257616
lstm_dynamic_threshold,predict_time,6.677826999999999
lstm_dynamic_threshold,memory,919293.952
lstm_dynamic_threshold,fit_time,359.57257599999997
lstm_dynamic_threshold,predict_time,13.431360999999999
lstm_dynamic_threshold,memory,631869.44
lstm_dynamic_threshold,fit_time,319.294842
lstm_dynamic_threshold,predict_time,10.785218
lstm_dynamic_threshold,memory,426278.912
lstm_dynamic_threshold,fit_time,627.4174489999999
lstm_dynamic_threshold,predict_time,11.931760999999998
lstm_dynamic_threshold,memory,1600765.952
lstm_dynamic_threshold,fit_time,503.60046200000005
lstm_dynamic_threshold,predict_time,11.826443
lstm_dynamic_threshold,memory,837312.512
lstm_dynamic_threshold,fit_time,603.236991
lstm_dynamic_threshold,predict_time,14.651903
lstm_dynamic_threshold,memory,844451.84
lstm_dynamic_threshold,fit_time,810.010563
lstm_dynamic_threshold,predict_time,9.734876000000002
lstm_dynamic_threshold,memory,1761181.696
lstm_dynamic_threshold,fit_time,274.258801
lstm_dynamic_threshold,predict_time,6.425254
lstm_dynamic_threshold,memory,464187.392
lstm_dynamic_threshold,fit_time,686.71962
lstm_dynamic_threshold,predict_time,14.308235
lstm_dynamic_threshold,memory,1285570.56
lstm_dynamic_threshold,fit_time,865.806816
lstm_dynamic_threshold,predict_time,5.142046000000001
lstm_dynamic_threshold,memory,1663463.424
lstm_dynamic_threshold,fit_time,1043.556727
lstm_dynamic_threshold,predict_time,38.961400999999995
lstm_dynamic_threshold,memory,3568799.744
lstm_dynamic_threshold,fit_time,875.626814
lstm_dynamic_threshold,predict_time,18.103498000000002
lstm_dynamic_threshold,memory,763793.408
lstm_dynamic_threshold,fit_time,494.186388
lstm_dynamic_threshold,predict_time,8.812628
lstm_dynamic_threshold,memory,972775.424
lstm_dynamic_threshold,fit_time,716.544384
lstm_dynamic_threshold,predict_time,19.989161999999997
lstm_dynamic_threshold,memory,2349760.512
lstm_dynamic_threshold,fit_time,603.241943
lstm_dynamic_threshold,predict_time,49.654745999999996
lstm_dynamic_threshold,memory,1065414.656
lstm_dynamic_threshold,fit_time,773.648907
lstm_dynamic_threshold,predict_time,18.944969
lstm_dynamic_threshold,memory,1241911.296
lstm_dynamic_threshold,fit_time,754.289799
lstm_dynamic_threshold,predict_time,11.664660000000001
lstm_dynamic_threshold,memory,1436151.808
lstm_dynamic_threshold,fit_time,594.336445
lstm_dynamic_threshold,predict_time,47.902879
lstm_dynamic_threshold,memory,7549194.24
lstm_dynamic_threshold,fit_time,557.5169510000001
lstm_dynamic_threshold,predict_time,7.982204
lstm_dynamic_threshold,memory,685895.68
lstm_dynamic_threshold,fit_time,401.639044
lstm_dynamic_threshold,predict_time,12.317591
lstm_dynamic_threshold,memory,1043812.352
lstm_dynamic_threshold,fit_time,996.455916
lstm_dynamic_threshold,predict_time,16.890947000000004
lstm_dynamic_threshold,memory,2134990.848
